Lookup ID,ZIP,Member,Total   Number of GIfts,Total Gifts Amount,Largest Gift Amount,Largest Gift Date,First Gift Amount,First Gift Date,Latest Gift Amount,Lastest Gift Date,Total Pledges,Predicted Affinity for Children's Causes,Predicted Affinity for Educational Causes,Predicted Affinity for Science,Predicted Affinity for Arts & Culture,Predicted Level of Technology Adoption
8-10020418,92677-9207,8-10002239,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,Apprentice
8-10046186,22030-6640,8-10003518,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10014899,20170-2321,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,0
8-10026756,22043-2938,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10046738,22180-5902,8-10002025,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10039308,20124-2102,8-10003176,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10040481,22150-3631,8-10003266,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10046845,22033-1337,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
1176,20151-3294,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10050689,22030-2324,8-10003743,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,Apprentice
8-10023195,22551-8905,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10035705,22031-4268,8-10003017,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10048974,20171-1746,8-10003130,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10047227,20158,"",1,100.00,100.00,10/24/2019,100.00,10/24/2019,100.00,10/24/2019,0.00,0,0,0,0,0
287,22101-1600,"",2,"4,000.00","3,000.00",9/9/2014,"3,000.00",9/9/2014,"1,000.00",11/16/2015,"4,000.00",35,35,35,50,0
8-10048630,22033-2244,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10038659,20109-3327,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10029366,22312-1018,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10031798,22030-4441,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
1159,20171-3855,"",1,25.00,25.00,5/7/2013,25.00,5/7/2013,25.00,5/7/2013,0.00,35,35,35,35,0
8-10015232,22180-4201,8-10001930,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10046723,20164-1876,8-10003562,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,0
8-10015984,20155-1498,8-10001956,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,Apprentice
8-10001784,20165-5114,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,90,35,35,90,0
8-10025332,20151-3960,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,Wizard
8-10025106,22408-8864,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10052979,22043-2367,"",,"",0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10016416,22124-1783,8-10001981,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10027368,20170-4707,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10027845,20147-5212,"",1,250.00,250.00,10/24/2019,250.00,10/24/2019,250.00,10/24/2019,0.00,0,0,0,35,0
8-10018870,22152-1960,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10050290,20143-1035,8-10003697,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10013191,20171-4052,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10000090,20191-1325,8-10000287,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10004213,20194-1807,8-10000171,0,0.00,0.00,"",0.00,"",0.00,"",0.00,90,35,35,35,0
8-10031706,20166-6718,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10053247,22207-3030,"",,"",0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10018965,22180-6422,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
440,20165-5121,"",2,200.00,100.00,4/28/2016,100.00,5/23/2012,100.00,4/28/2016,0.00,35,35,35,42,Apprentice
8-10019249,22079-1142,8-10002175,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,0
8-10012446,20171-3908,8-10001734,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10040836,22066-2639,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10019715,22003-1509,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10044509,22630-2280,8-10003450,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
918,22066-2632,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10039889,20006-2702,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
543,22035-0001,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10040170,22066-9039,8-10003234,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10049900,22152-2119,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10042982,20190-4915,8-10002656,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10050678,22030-5121,8-10003740,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10047080,22015-4151,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
725,22124-1205,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10048736,20152-3666,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10006541,22033-2820,8-10000497,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10025572,20171-3530,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,90,35,42,Apprentice
8-10045852,22304-8695,8-10003506,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10021562,22032-2205,8-10002326,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,0
8-10040484,22151-4150,8-10003267,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10019391,87106-9608,"",1,50.00,50.00,12/29/2016,50.00,12/29/2016,50.00,12/29/2016,0.00,35,35,35,35,0
8-10050541,22030-2322,8-10003712,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10018630,20143-1125,8-10002108,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10005436,98311-9419,8-10000380,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10052013,22032-2408,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10046666,22003-3646,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10051099,22003-1118,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10039044,22312-3162,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10029158,22209-1714,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10027398,20191-2254,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,90,42,0
8-10046494,20197-1123,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,0
8-10047268,20853-3057,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,Apprentice
8-10052482,20148-7497,"",,"",0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10043559,22101-4419,8-10003403,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10050044,20151-2260,8-10003689,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10022699,22031-3521,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10029697,20170-4707,8-10002795,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10017877,22152-2800,8-10002093,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10018352,20171-3505,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10027190,20121-2550,8-10002605,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10036990,22180-3521,8-10003113,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
262,22066-2010,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,90,35,35,0
8-10003483,22031-1058,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10033034,22101-4209,8-10002910,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10011666,20164-1338,8-10001662,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10047247,20105-5647,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10049882,20109-7112,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10011272,22207-1561,8-10001612,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10020193,22003-1802,8-10002228,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10049757,87116-1156,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10045353,22193-5168,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10035201,20155-1438,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10035031,20136-3021,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10040164,22180-6474,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10020445,22041-1228,8-10002241,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,0
8-10034318,22202,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10052185,22030,"",,"",0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10011560,22032-2346,8-10001648,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,90,35,42,0
8-10036411,22066-3401,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10045811,20124-2351,8-10003505,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10006410,20171-2928,8-10000486,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10049510,08840-1707,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10045026,22302-3728,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10037078,22030-5931,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10048604,22124-2727,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10053155,22031-3804,"",,"",0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10052808,20171-4337,"",,"",0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
2102,20171-2701,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10004088,22031-3253,8-10000145,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10012618,20176-2409,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10031880,98007-3372,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,90,0,0,0
8-10053014,22066-3307,"",,"",0.00,"",0.00,"",0.00,"",0.00,35,35,90,50,0
8-10039912,22150-3416,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10043341,20152,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10022332,20170-5710,8-10002356,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10018376,22042-3927,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10049019,22039-3162,8-10002444,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
538,20175-5084,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10045531,20166-2132,8-10003495,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10033470,20105-6208,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10029051,20155-3620,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,Apprentice
8-10017536,22003-3624,"",1,100.00,100.00,10/25/2016,100.00,10/25/2016,100.00,10/25/2016,0.00,35,35,35,35,0
8-10052159,22033-5309,"",,"",0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10031891,22201-2657,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10003662,22046-3826,8-10000013,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,0
8-10003950,22046-4619,8-10000091,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,Apprentice
8-10033382,22030-0984,8-10002933,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10049803,22101-2153,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10038422,22043-1849,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10053277,20152-4122,"",,"",0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10025279,59106-3916,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10010085,20105-5987,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10026937,22015-4271,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10048117,22207-4006,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10046190,22030-6640,8-10003518,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10005939,22003-3639,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10045177,20152-5312,8-10002907,0,0.00,0.00,"",0.00,"",0.00,"",0.00,90,35,35,42,0
8-10013043,22030-1102,8-10001787,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10053365,"","",,"",0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10052993,20171-2916,"",,"",0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10005725,20151-2400,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10030404,22015-1715,8-10001841,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10016122,22180-4651,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,90,50,0
8-10048975,20171-1746,8-10003130,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,90,42,0
8-10025599,22003-2257,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,Wizard
8-10047210,22003-1403,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
2164,77375-2650,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,Wizard
8-10032227,20148-8063,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10048819,20772-7977,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10028589,20121-5001,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10023816,20147-2845,8-10002423,0,0.00,0.00,"",0.00,"",0.00,"",0.00,90,35,35,90,0
8-10051872,22039-1854,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10043240,22066-3546,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10041733,20148-7651,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10049362,20120-5409,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10006574,20105-3426,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
1895,22182-2121,"",1,50.00,50.00,5/20/2014,50.00,5/20/2014,50.00,5/20/2014,0.00,0,0,0,0,0
8-10026521,22312-1216,8-10002544,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10021245,27103-5376,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10030463,22042-4309,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10003814,22015-4190,8-10000054,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10033789,22182-2229,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10033589,20155-1001,8-10002943,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10032153,22025-3142,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10021244,22182-5038,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10014859,20105-4100,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10045405,20151-1247,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,Apprentice
8-10029642,20117-2645,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10051928,22033-3906,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10027173,22015-1700,8-10002603,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10048830,48085-4808,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10032511,33178-2745,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10042424,22101-4924,8-10003360,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10046951,20164-2321,8-10003570,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10027450,55403-2786,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
307,22066-3819,"",2,"5,000.00","4,000.00",5/28/2015,"4,000.00",5/28/2015,"1,000.00",6/13/2016,"5,000.00",35,35,35,50,0
8-10011625,22031-1003,8-10001658,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,90,35,50,0
8-10033058,20136-1031,8-10002495,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,Wizard
8-10050274,22315-4629,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10048824,23223,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10022455,20194-1169,8-10002363,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,Wizard
8-10043342,22124-2807,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10046036,88330-7420,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,90,35,35,0
8-10038996,18066-0222,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10019049,22033-2852,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,0
8-10026423,22180-6932,8-10002525,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10026436,20170-4100,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10049419,20121-1702,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10039289,22033-2431,8-10003174,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,Apprentice
8-10006471,22039-2201,8-10000515,4,"5,000.00","2,000.00",12/6/2016,"1,000.00",11/13/2015,"1,000.00",10/1/2018,"5,000.00",35,35,35,42,0
8-10018719,22043-3224,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,0
8-10012423,20178-0342,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10043556,30064-6420,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10040959,22182-3774,8-10003285,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,Apprentice
8-10027993,20187-5825,8-10002672,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10052937,20105-3044,"",,"",0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10048795,20170-4478,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10040130,22039-1906,8-10003230,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10004190,20152-1788,8-10000165,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10006427,22003-6008,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,90,90,35,50,Apprentice
8-10039443,22033-2455,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10051469,35007-7039,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10030691,20187-2546,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,90,35,35,35,Wizard
8-10012026,29715-0089,8-10001691,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10020357,22180-6333,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,50,0
8-10040984,22031-2334,8-10003288,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10013092,22101-4205,8-10001794,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10044698,22030-4209,8-10002404,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10031814,22191-3040,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10039053,20176-5552,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10002374,20151-4103,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
86,80212-2103,"",1,250.00,250.00,5/24/2011,250.00,5/24/2011,250.00,5/24/2011,0.00,0,0,0,0,0
8-10050103,20105-2858,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,90,0,0
8-10020833,13068-0012,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10023091,22102-3263,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10047078,20171-4067,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10005998,22101-4153,"",1,50.00,50.00,11/13/2015,50.00,11/13/2015,50.00,11/13/2015,0.00,35,35,35,42,0
8-10024019,27713-8709,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10023867,22314-2234,"",2,55.00,30.00,8/20/2019,25.00,7/19/2017,30.00,8/20/2019,0.00,0,0,0,0,0
8-10004703,20120-4309,8-10000252,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10032545,22041-1722,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10032016,20147-2373,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10004885,22015-1759,8-10000282,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10013561,99702-3102,8-10002177,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10017623,22180-6272,"",1,250.00,250.00,10/25/2016,250.00,10/25/2016,250.00,10/25/2016,0.00,0,0,0,0,0
8-10037002,22152-3626,8-10003114,0,0.00,0.00,"",0.00,"",0.00,"",0.00,90,35,35,35,0
1608,22308-2206,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,Apprentice
8-10031396,22207-4134,"",1,250.00,250.00,5/1/2018,250.00,5/1/2018,250.00,5/1/2018,"1,250.00",35,90,35,35,0
8-10013592,20171-3909,"",1,100.00,100.00,4/28/2016,100.00,4/28/2016,100.00,4/28/2016,0.00,0,0,0,35,0
8-10048314,22182-2360,8-10003112,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10031862,20165-6520,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10004781,20110-2834,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10031867,22192-6471,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10023733,20147-4012,8-10002418,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10031678,22191-3468,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,42,0
8-10053069,22033-2583,"",,"",0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10048835,22209-2892,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10012621,22101-5526,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10053433,22066,"",,"",0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10018822,22124-1717,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10012909,20189-6190,8-10001774,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10036361,22046-3664,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10014772,22033-2166,8-10001982,1,250.00,250.00,1/2/2017,250.00,1/2/2017,250.00,1/2/2017,0.00,0,0,0,0,0
8-10003895,22015-1829,8-10000076,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,35,0
8-10005077,22039-1232,8-10000318,0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,90,35,50,Apprentice
8-10052182,22102-2153,"",,"",0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10036867,20171-2725,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10032550,22044-1317,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10052015,22124-2662,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10034260,22312-1643,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,Wizard
1220,22066-3542,"",1,200.00,200.00,8/25/2013,200.00,8/25/2013,200.00,8/25/2013,0.00,35,35,35,50,0
8-10026363,22901-3201,"",0,0.00,0.00,"",0.00,"",0.00,"",0.00,35,35,35,35,0
8-10022225,22310-1210,8-10002355,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
8-10017198,20169-8128,8-10002047,0,0.00,0.00,"",0.00,"",0.00,"",0.00,0,0,0,0,0
